issuer_id,date,total_amount_usdc
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-01,8.863420000000001
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-02,11.590498400000001
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-03,23.2384464
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-04,26.11278
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-05,5.3547048
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-06,39.135060800000005
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-11,2.7780648
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-13,57.520704
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-14,29.792896000000002
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-15,10.137864
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-16,39.2232336
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-19,84.43352
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-20,11.201674400000002
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-21,32.6978928
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-23,8.3100168
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-26,10.6601712
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-28,38.85882240000001
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-01-31,27.919752799999998
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-01,31.764935200000004
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-03,27.4764824
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-04,40.850908000000004
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-05,20.7060768
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-06,1.797892
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-07,65.4081328
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-08,70.0848712
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-11,27.0115048
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-13,26.465568000000005
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-15,35.813584
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-18,61.985189600000005
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-19,33.1940304
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-21,6.1218976000000005
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-23,39.60114720000001
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-24,17.738644
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-25,34.5535008
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-27,2.573052
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-02-28,46.7779904
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-01,12.064584000000002
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-02,111.74969759999999
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-03,51.8393024
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-04,33.775264
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-06,40.3900056
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-08,50.48293760000001
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-10,45.100968
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-16,29.210066400000002
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-18,21.7892808
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-19,45.802942400000006
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-21,12.380452
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-22,9.004424
03a5b4fa-23ea-4ded-9a85-e448728e58f6,2025-03-24,36.9515696
