issuer_id,raise_target_usd,token_supply_goal,enable_referrals,notification_prefs,created_at,updated_at,metadata
323c257c-8e82-466c-8fa7-ca62e965c655,853674,492834,False,,2025-03-19,,
29b7baca-20aa-45cc-a8fc-009378255e09,526890,288978,False,,2025-08-28,,
e0d12416-5304-4d72-a32f-66d442d38997,424906,353431,False,,2025-09-04,,
5991cf30-6aad-4eee-950b-c600b44ec2ae,544283,423405,False,,2025-09-13,,
cb5ba7db-ee64-42fd-9271-718c2b1c37e4,217758,781533,False,,2025-11-08,,
27a3a54e-c93e-4e17-a4bd-0a6e63954f1a,664643,675546,False,,2025-12-09,,
834a6f81-c428-41d8-ad30-06b821a1d190,472043,261257,False,,2025-12-29,,
91cb2dbb-ebcc-412f-9607-195cdc36b938,568644,643503,False,,2025-11-15,,
3b998960-f4ec-4672-bef3-791b84d1ed24,699255,290454,False,,2025-06-06,,
ae9b138f-46e5-48ff-9298-7d7d85915403,877054,123760,False,,2025-01-20,,
c9501392-143d-4e35-903f-1db92763171b,737442,320498,False,,2025-04-17,,
00734745-16fc-4789-9936-9fb20fc3de65,137998,233919,False,,2025-09-22,,
d69ffdcc-c4ca-428b-9671-a99c1272731b,768758,485736,False,,2025-12-24,,
26291e0b-3a14-4417-9669-9d7eb8699250,786634,488940,False,,2025-05-12,,
1e227bab-f4f6-4dd8-b4c6-8f53daa5d9b5,289172,721344,False,,2025-08-26,,
e368a781-a213-473e-a046-40510955908d,201603,604503,False,,2025-04-13,,
26ef4850-7037-4957-a683-84c0afc34dbf,960306,736040,False,,2025-10-23,,
2e2b66fd-2d1b-4dce-9475-8e7a5053a2d7,355892,509849,False,,2025-07-04,,
83aaffa8-8008-42e8-99d4-744a9f37fdae,745087,498944,False,,2025-03-17,,
16f11453-6d1c-4bb8-8ebf-df4c064df0c1,756154,162885,False,,2025-05-31,,
54903184-5cbe-45ef-9f5e-40ac62dd0145,17783,770001,False,,2025-01-22,,
1b1e2d25-12e5-4b90-8f81-1cb9f06d3422,242717,898726,False,,2025-06-01,,
87163e58-831a-42e3-aebe-7d8c08966f69,521935,243143,False,,2025-12-23,,
d9a2efaf-2a6c-42d1-809e-9533d5a42923,764384,495667,False,,2025-10-17,,
eaec6ee4-de5a-44e4-af2a-058b03ce1927,885830,311309,False,,2025-12-29,,
b2b83a1d-cf13-459b-b346-198356327f93,622460,925441,False,,2025-11-04,,
4a3da506-7517-4dd5-92d8-513466b8b757,501564,146402,False,,2025-06-17,,
4c101622-21e4-4414-9a7b-57ba723c4e80,520141,702406,False,,2025-06-10,,
a063f3b6-1f1a-4e27-9323-641af2ef22b8,895822,505992,False,,2025-09-15,,
324a06a5-4906-4d9a-9895-4c109f6055c2,667584,465265,False,,2025-06-09,,
70c86ffd-4242-41b6-8c33-51f7f9828bff,444093,213654,False,,2025-01-31,,
ea4b04a9-3855-4e74-ac9a-d1bf1fee8150,757491,551032,False,,2025-06-22,,
486287be-ad2b-4485-b36f-39acb2f5043d,413372,638357,False,,2025-11-24,,
26642e49-cadc-4ec8-836e-700a97ee89a0,251946,361947,False,,2025-02-19,,
402d00cd-54db-43d9-ab3a-83f223d693ab,240295,879761,False,,2025-02-26,,
365cd24d-8fe5-4fe7-8707-df5f96e08ed6,874016,985142,False,,2025-11-04,,
d9f9657f-7b44-4d28-8667-0e1bd750da99,64289,106259,False,,2025-08-04,,
